Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Afghanistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,1639.65342,1709.908499,1742.178188,1795.721523,1655.662689,1541.460597,1704.571541,1484.606901,1386.817049,1198.638389,1191.277592,997.3095834,968.7187112,965.3515556,955.07908,989.4537788,976.6504897,1026.720849,979.6913288,994.2608546,1017.733267,1127.042353,1184.398111,1193.389711,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,,,,,,,,,,,,154.7155091,164.3533284,180.4963644,194.9835134,197.8619468,212.1688451,231.8014137,238.3315245,250.828681,248.8894522,241.775056,245.3149069,250.5907473,251.9729607,250.3245205,252.3835949,252.9664124,260.8571352,279.3092461,279.7916763,289.4900621,302.6511227,309.1932372,327.6491468,318.8054591,331.8598998,337.6534026,339.9209576,358.0037886,355.1517382,373.7168825,375.4147514,369.4068736,402.7953366,428.6933549,431.6278001,459.7084768,473.871479,
Mozambique,,,,,,,,,,,,713.8173973,685.0068146,672.8051809,651.5145249,629.3419175,604.1633246,597.2250004,565.1914444,552.7788946,553.6281552,527.1283289,515.0941126,499.3584134,484.9010385,477.8660291,471.0715697,466.9919013,462.323036,455.9474861,437.2666684,425.0781696,416.9383692,409.6162772,398.9925746,394.0938106,389.6230041,390.3324505,384.1479892,381.88552,393.053609,402.5870338,396.9476826,407.5592408,412.3460595,407.4515492,409.3948964,420.6798534,416.1280584,
Myanmar,,,,,,,,,,,,291.2769824,288.7807351,277.3774846,281.8828692,279.7984889,283.2274495,282.4627586,279.6857389,278.4811871,279.787632,277.3983108,276.7845257,274.2378629,277.8932865,292.6584395,292.8387191,276.7417045,269.0289013,271.6656462,260.8920024,252.7169971,256.7201806,250.9873975,262.9903872,268.2854805,265.1485601,267.3196836,271.1909948,267.6803163,268.1838348,258.5416591,267.9519351,285.9007156,303.394487,330.8689704,318.1227882,316.7143451,316.1429694,
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.5810254,467.7998853,498.896273,531.2303358,561.0394227,590.1001665,588.6817993,596.4297942,558.6817576,558.6631996,616.5983109,615.232266,643.5385627,684.3415153,701.8315813,717.6847782,737.7897237,822.5915955,
Nepal,,,,,,,,,,,,300.678903,301.8832518,303.9750328,302.9043397,301.3615327,299.5992038,299.9947324,299.3455161,302.0286325,302.9716994,300.8658452,301.870298,304.4698775,304.8063966,300.4356317,303.2648211,301.7069811,301.572411,298.3697344,303.0152345,305.3418894,305.1226824,305.5109955,308.6549552,310.5276408,310.230316,312.6037659,312.7811585,322.2943638,331.8631702,335.021361,331.2248701,333.3517465,331.0849273,335.3594003,336.6923311,338.3212084,340.1305527,
Netherlands,1825.774836,1878.94149,2080.891072,2268.42721,2349.138286,2493.127288,2605.571612,2762.740117,3042.655145,3362.711601,3765.396119,3855.172414,4380.898792,4613.289679,4501.365818,4318.82043,4742.994047,4560.334873,4662.530483,4868.713492,4548.763251,4269.460237,3785.020611,3935.964363,4147.739878,4184.308584,4317.389514,4387.657688,4321.138211,4323.860193,4392.188336,4601.99071,4503.426011,4512.832153,4511.241142,4572.833118,4732.100277,4579.675787,4600.840871,4520.404935,4598.242882,4712.237967,4687.566469,4807.070341,4854.8887,4827.188975,4696.961067,4897.905565,4845.12781,4671.564126
Netherlands Antilles,,,,,,,,,,,,34000.28593,32879.26002,36542.59739,33788.94643,23116.72684,25276.27276,24833.77109,21769.46529,21736.85678,22607.39376,21209.31932,23230.02591,24498.01223,16764.80391,9812.117745,9224.991836,7785.36932,6980.746993,7346.688708,7648.404222,7585.645224,7865.203631,6643.29116,6784.628462,6891.777071,7142.630225,12589.47481,14511.02729,10790.87256,10942.90538,11409.18389,11151.5741,10559.69105,11043.24456,10431.69519,10058.0639,11243.09018,11077.93478,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,1731.450983,1808.264463,1819.903304,1966.824645,2217.794971,2275.114155,2320.254111,2208.883994,2339.883552,2381.954351,2484.397163,2421.86405,2651.619573,2713.125846,2958.002646,2835.438937,2996.142719,3125.320513,3032.041012,2834.351882,2886.283328,2831.796502,2989.499497,3055.529689,3225.528775,3422.589026,3431.492218,3420.574887,3537.014925,3736.904061,3682.424594,3727.50422,3857.632302,3883.041263,3956.796774,4016.442533,4184.083601,4224.096895,4108.256881,4235.613152,4325.003888,4303.311429,4292.009624,4063.120779,4056.513761,3927.04226,3967.882235,3947.212828,3967.064115,4189.721488
Nicaragua,,,,,,,,,,,,501.1488028,497.3687274,525.2621845,532.9325405,532.8711067,552.1120278,586.9465902,548.3023015,458.5270515,471.6230879,469.5620601,464.3558851,469.9804586,511.7283272,522.6836341,515.4268359,508.5995099,487.4200177,504.4974676,505.8275295,510.0138301,515.8549397,498.6115724,495.2695939,501.7761761,507.9234802,524.8218029,511.2092347,525.385814,533.2377688,534.5104024,549.85662,584.0561326,608.9423933,608.4085396,620.8461681,619.654652,621.1043129,
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,,,,,,,,,,,,624.1149281,630.4553132,641.9065439,644.3780308,652.6671234,665.1860195,677.8136518,687.104411,693.0490758,703.9443723,715.8083219,730.8047528,732.7464333,717.1819245,721.403864,710.5424282,719.5606454,723.6131677,729.1454175,725.1207046,739.2368975,754.4298048,748.5926606,711.0162116,724.3321374,731.3177826,727.8061527,700.6019781,725.6549062,728.174251,734.6036418,740.7249663,752.7894814,739.7508916,749.0280193,729.0890694,712.9683591,735.0991541,
North America,5516.3307,5494.038482,5654.553697,5869.02875,6024.070374,6201.709498,6469.21628,6693.132655,6960.876044,7215.708187,7466.158073,7539.331571,7845.404703,8064.268577,7831.716096,7607.119265,8019.871415,8200.102444,8350.696007,8279.434649,7931.430636,7637.196009,7249.367374,7184.80374,7433.221044,7454.848294,7387.400173,7624.109597,7850.460953,7894.339127,7655.258927,7607.346958,7657.311349,7702.966002,7764.991982,7773.610435,7855.572969,7842.030345,7807.893385,7932.442805,8067.873345,7840.341671,7846.177224,7835.870585,7923.2343,7898.446954,7744.368166,7797.337367,7552.844888,7108.366943
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,1906.172525,1937.67313,2051.937345,2182.710663,2320.249053,2539.618587,2710.098588,2815.323646,3050.798638,3190.859517,3416.559195,3407.122726,3496.058988,3600.100985,3573.14931,3642.625406,3952.0616,4049.962899,4350.332594,4457.156887,4477.389391,4406.097561,4254.434994,4414.468909,4663.52657,4805.682639,5013.432478,5037.497015,4807.792825,4972.557369,4951.785925,5090.45686,5143.477044,5442.717996,5296.08449,5372.477064,5181.693677,5467.859495,5661.777978,5899.55157,5759.519038,5902.060713,5490.52446,5920.173498,5756.160237,5783.531244,5812.889415,5829.286073,6222.45823,5491.77363
OECD members,2665.001081,2700.063699,2812.095999,2955.863681,3057.375073,3139.281627,3260.022063,3396.133352,3577.752349,3771.614413,4080.916709,3762.854541,3908.977779,4082.807998,3986.954379,3861.792389,4071.613857,4132.162066,4219.760064,4283.960082,4148.258966,4008.680071,3881.425748,3856.790017,3981.959283,4041.351936,4050.018751,4151.864295,4246.586002,4285.778708,4245.276202,4256.22502,4263.634894,4290.706225,4331.157651,4386.157838,4483.842299,4492.178703,4477.29679,4529.744981,4592.471074,4546.205308,4550.071504,4574.673882,4631.308592,4632.538458,4593.079242,4593.897625,4507.918658,4317.942273
Oman,,,,,,,,,,,,293.2316452,108.1614664,115.7734802,170.2380476,260.6342026,392.4724205,735.1221635,520.7065126,748.7343459,968.4691703,782.445125,1125.244396,983.9532191,1540.05197,1381.461442,1171.209473,1305.790677,1209.536461,1367.349142,2104.722848,2916.656196,2759.672498,2892.673603,2816.897408,2815.136169,2812.986291,2957.16682,2925.932876,2982.807236,3366.103512,3446.911143,3551.005702,3715.72653,3751.804987,4136.245513,5149.33213,5391.187547,5903.364052,
Pakistan,,,,,,,,,,,,272.4833033,271.0752961,275.5959534,282.2712669,286.2753931,280.8805003,284.5697092,287.1035024,294.3720068,301.0504085,312.1533327,322.9557023,330.4728412,333.1552574,341.6656305,347.0431664,371.443716,379.3241824,391.3284366,397.8974396,400.0270185,414.2584283,425.0535015,431.0569849,439.281069,448.8084417,448.826148,446.725236,459.5073819,461.1674392,458.6986894,453.1463642,463.679419,485.6989777,490.8905323,500.4369151,518.491493,498.6951922,
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,,,,,,,,,,,,1080.891326,1162.235813,1241.450131,1194.768023,985.4125306,944.6126834,918.851166,875.4057758,908.5598303,721.3216951,755.590518,811.4075275,843.2345884,761.5084906,714.7828204,710.8174265,747.4424555,681.3627428,630.3655105,618.0172547,653.3858912,733.5893205,731.5417252,753.7619365,745.6881602,780.6281031,806.4420488,905.080358,879.583742,873.9999749,921.8312384,838.6421766,834.7617355,806.1542318,808.8812312,879.9799244,844.6640651,852.9423274,
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,,,,,,,,,,,,537.1592053,538.1603196,568.4886622,550.572676,525.4474859,544.7884225,577.5204242,628.0268368,621.6390829,651.7993883,634.2758669,630.9568864,625.9515623,620.4958796,615.6338599,624.5030871,702.86063,730.6677693,764.1436638,723.1040813,727.6948791,706.1186512,715.94211,764.3319161,817.606998,817.6420108,869.9022196,840.4301474,784.878279,719.7814675,717.8786393,697.5251857,697.820863,691.005552,670.5447266,671.6117685,685.8568387,698.9582156,
Peru,,,,,,,,,,,,672.7062838,654.31237,662.8860348,682.0952703,682.8551138,674.7763877,680.456494,642.9874493,624.1090342,649.6818734,637.611981,633.5120282,568.859614,569.3604919,541.8575481,539.4984887,541.6693491,521.2102692,470.8583547,447.0045848,429.787085,409.9327224,429.4100026,436.7100974,458.2079937,463.7380256,441.2714071,456.5108989,478.6352635,468.0789175,445.0249608,441.5101598,426.638143,464.9396572,484.3381002,463.5153444,493.642576,510.113848,
Philippines,,,,,,,,,,,,397.5391064,386.2553467,413.2432576,408.685311,419.4016622,433.2261843,440.8255622,435.2541087,447.4873413,454.6904387,441.1838454,441.1809497,464.5351644,405.2857683,416.1949706,405.2218507,415.2147494,425.7639352,440.7782927,440.4630781,435.5489472,452.2455576,447.6376792,476.8618626,493.6464847,499.7938459,516.3809309,521.5771981,522.7210896,527.176376,496.4088132,492.9510903,484.6378179,472.3317502,464.0221265,452.0941355,450.7305915,454.5402374,
Poland,1832.718785,1894.04305,1975.827727,1985.565801,2030.198004,2084.645669,2139.756452,2202.009767,2289.490791,2437.843649,2560.843633,2625.331504,2692.814806,2783.862362,2881.155205,3028.804891,3157.412258,3250.965474,3483.976007,3564.341833,3558.940919,3245.000279,3412.841251,3350.988488,3210.814325,3351.826466,3464.278086,3535.896347,3493.529132,3259.120723,2704.833311,2641.040257,2569.028299,2624.717231,2495.771023,2577.822928,2679.449997,2641.681759,2469.602284,2405.375343,2317.484869,2346.078794,2324.199686,2384.662358,2394.386581,2420.435237,2550.911589,2544.427469,2567.319381,2452.510605
Portugal,333.6650602,365.5343716,362.0922859,392.662086,406.3579063,434.5539988,442.9782189,474.3491157,481.9475376,558.3036539,637.2039539,726.0527534,745.220716,798.7953203,824.4231209,845.3755636,872.4746125,845.4785828,916.8236033,998.1368388,1022.527135,1006.496802,1119.204964,1118.288211,1116.728401,1095.151527,1211.104119,1245.647388,1306.280096,1586.494918,1691.491512,1705.686965,1809.093646,1780.830158,1823.464693,2015.657724,1993.535554,2092.873427,2254.91164,2409.475133,2412.817739,2410.876743,2490.662361,2407.038543,2460.20637,2505.912631,2329.761769,2362.764751,2274.341997,2243.307488
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,,,,,,,,,,,,7586.460332,7573.170188,9728.695581,7719.276279,12175.1018,8614.40996,9264.562915,8114.066882,13255.99883,15149.79821,16838.6768,18428.90264,17473.66006,18005.13747,16800.9206,16500.93169,15941.92636,15844.27028,15445.83196,14731.6806,15773.02126,15942.86802,16217.75812,16032.42985,16525.40439,16947.98587,18899.75457,19261.60334,19729.46614,18585.73937,19794.22154,19160.84386,19446.02413,22336.45071,20027.35366,19816.9711,20839.46858,18829.507,
Romania,,,,,,,,,,,,2057.987298,2131.345884,2296.619935,2285.653146,2438.361968,2607.152849,2747.806815,2934.2027,2887.880987,2938.02081,2896.837114,2881.528606,2894.914202,2860.861878,2857.60176,2921.833238,3028.814298,3034.180619,2988.251555,2682.552678,2214.147078,2069.287814,1996.220611,1883.859047,2040.650765,2098.814579,1978.318702,1806.070302,1607.40091,1612.35129,1679.513826,1721.541904,1791.00126,1769.020306,1769.639485,1845.637226,1824.673121,1830.468156,
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5928.795889,5861.247174,5351.216297,5057.918126,4428.891166,4297.567858,4264.845437,4086.637159,4002.409819,4162.341346,4232.756676,4289.248373,4288.364268,4462.831736,4500.479084,4552.651065,4706.477193,4733.223082,4838.02043,
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,,,,,,,,,,,,1260.804632,1025.51737,1144.15726,1224.399206,1268.858252,1445.865436,1550.816989,2055.466221,2537.293598,3288.918153,4139.865577,4371.012502,4503.229448,3736.345684,3632.89878,3720.961253,3801.763901,4156.707943,3972.443374,3631.496026,4216.373795,4659.381175,4724.757383,4861.656127,4743.696486,4950.931126,4820.756795,5003.870061,4956.33231,5071.710247,5085.379793,5484.152073,5412.548557,5686.317869,5907.047686,6044.381634,6111.437208,6514.290321,
Senegal,,,,,,,,,,,,288.3371121,283.1427588,287.0214098,285.7455566,283.9354517,281.6714519,280.6946556,273.6791602,278.162746,276.9692362,267.2670462,257.1690695,250.4736458,255.9274715,239.6477102,243.4476359,251.8742921,232.6375106,224.597755,223.6738766,215.8759062,223.0844644,216.2604698,208.9777357,215.3603053,214.6499851,221.514276,227.6866788,233.7330022,242.1785078,254.9994201,252.2846039,238.7231784,248.9660085,247.4006533,237.6787155,237.2757515,234.1296882,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550.487741,2169.535244,1953.592858,1647.421044,1507.245475,1755.268578,2091.354873,2234.486939,2235.672581,1628.95846,1771.206381,1937.646408,2056.124835,2155.578349,2335.204793,2019.952508,2122.087779,2141.411749,2181.158907,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,,,,,,,,,,,,1292.001893,1569.702602,1711.810306,1795.964126,1640.300486,1693.414741,1763.44086,2214.103653,2130.45302,2125.932063,2124.753257,1986.777484,2195.822454,2455.710102,2472.587719,2605.195756,2732.252252,2956.430077,2872.398499,3759.763702,4102.899429,4525.954128,5426.5882,6451.30155,5348.560079,5387.800692,6061.643836,4849.001833,4573.218481,4485.712158,4521.9913,4453.544061,3579.031788,4494.684043,5601.762858,5338.52865,4267.750512,3827.540604,
Slovak Republic,,,,,,,,,,,,3108.349684,3208.91968,3334.336055,3456.382979,3539.763256,3612.796012,3749.231715,3885.54095,3935.328379,3982.304436,3844.662499,3729.745655,3743.198705,3907.551629,3992.836235,3950.817793,4054.388604,4087.790455,4068.718142,4036.910846,3620.480787,3409.780458,3335.274011,3259.962972,3314.517879,3363.546009,3361.734482,3256.189366,3272.034053,3292.605938,3456.654707,3482.552844,3464.723554,3409.785832,3495.452014,3457.352243,3307.012853,3385.475526,3146.827075
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2857.714829,2775.640705,2583.892617,2749.644092,2828.699281,3049.246231,3174.786539,3310.748073,3252.799354,3238.478973,3224.233283,3379.518072,3425.275827,3463.446623,3569.854943,3645.588603,3648.47115,3627.134534,3826.714873,
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,,,,,,,,,,,,1997.533651,1989.122701,2065.699638,2106.793886,2174.013264,2200.759559,2183.985418,2260.188901,2287.052245,2361.618799,2539.75853,2700.070268,2675.009759,2828.84705,2760.582959,2810.223337,2826.064205,2880.561139,2691.69389,2581.25,2644.49712,2426.579649,2528.566868,2609.498183,2682.592025,2634.808733,2607.067284,2579.088739,2521.416916,2507.454545,2411.793184,2290.719503,2538.874703,2756.25482,2667.12041,2699.003703,2783.683507,2756.316262,
South Asia,,,,,,,,,,,,259.3981089,259.5888979,261.3265855,265.5589944,268.9697541,272.5938693,273.7345433,272.9334506,278.8637578,280.670164,288.4985872,293.8789482,297.144112,302.4622678,310.8174938,315.1651698,321.8695062,331.8061804,340.4588581,347.8661756,353.4697178,361.3575202,364.0476574,370.4681112,383.4363803,389.5552904,397.0121622,399.0941222,414.7818167,417.1930527,417.0542583,420.6155903,425.7721292,442.8239859,451.8381826,466.8181923,485.2804536,495.359114,
Spain,530.8460916,557.9300026,604.6608942,621.5398337,681.3037859,712.5744767,787.8310798,880.3115931,994.4073279,1050.258773,1124.36721,1246.09535,1301.962378,1482.505027,1590.804336,1619.118682,1717.811726,1667.99571,1761.732558,1772.77137,1810.677794,1821.016931,1762.406768,1784.082264,1816.580879,1846.646532,1879.17651,1920.640265,2069.266755,2273.266612,2319.677619,2399.621973,2434.89835,2328.946093,2452.045365,2559.727829,2516.100678,2667.650269,2790.859266,2910.992142,3028.795525,3070.422847,3119.721063,3171.683986,3257.873612,3268.134702,3206.96767,3205.734894,3046.66488,2789.371115
Sri Lanka,,,,,,,,,,,,301.1073186,314.1016584,314.4700256,292.9336033,300.5458246,296.8909127,288.6042732,298.9631355,305.1176584,303.5270648,304.9371668,318.0950236,315.4403767,320.6425713,312.0061282,317.9733496,325.8396098,326.0940025,322.831572,322.3180346,323.2432753,327.7868183,341.7512569,324.7771282,329.031878,368.5367255,379.0274387,382.7343352,406.2573628,444.9678634,428.2598287,433.3280482,452.8242841,452.0604254,457.6469392,456.8037816,462.8685657,443.2878259,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (all income levels),,,,,,,,,,,,646.5701453,645.1948298,655.3530579,656.5022156,657.2900917,660.4545895,659.1890007,666.5794711,666.958074,675.8464035,691.734219,705.138529,697.5983703,704.1023579,698.0277064,700.0823789,703.3009034,707.6889608,688.8210074,675.6155464,679.364688,656.3305948,655.2648808,650.9475099,659.1575088,656.2334687,650.7687567,641.4854765,647.8799378,647.5479671,641.8529451,634.3355043,655.3804938,673.331927,666.5468845,663.0386594,677.3786603,678.2409447,
Sub-Saharan Africa (developing only),,,,,,,,,,,,646.5701453,645.1948298,655.3530579,656.5022156,657.2900917,660.4545895,659.1890007,666.5794711,666.958074,675.8464035,691.734219,705.138529,697.5983703,704.1023579,698.0277064,700.0823789,703.3009034,707.6889608,688.8210074,675.6155464,679.364688,656.3305948,655.2648808,650.9475099,659.1575088,656.2334687,650.7687567,641.4854765,647.8799378,647.5479671,641.8529451,634.3355043,655.3804938,673.331927,666.5468845,663.0386594,677.3786603,678.2409447,
Sudan,,,,,,,,,,,,454.0971901,448.4553848,448.1282705,438.9955701,426.8491609,414.1745649,413.5084658,406.8297884,397.8117082,407.8682242,398.2955497,402.4805389,402.0383831,388.591305,393.6491765,389.092053,374.0579664,388.5403118,379.5454633,392.3388033,381.8862922,371.9389107,351.7856857,397.1772129,388.4082305,387.7482057,385.8364962,380.3814355,412.3192611,387.5776882,392.8550731,416.5423998,413.9770454,409.5275944,401.6954468,391.831446,369.0861385,371.7737976,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2700.534037,2742.154255,2887.066914,3080.483956,3273.724057,3437.419188,3636.526639,3630.147433,4000,4303.212851,4681.213478,4450.605088,4527.333169,4773.380853,4509.863987,4764.188942,5151.423011,5054.532235,5016.553891,5229.442971,4871.841155,5097.475962,4877.957958,4940.103229,5216.024949,5656.407186,5878.614098,5762.590785,5854.789,5594.48958,5514.429256,5650.776336,5369.635441,5334.113275,5660.140991,5699.581021,5822.571526,5669.852218,5769.109108,5661.819496,5362.047581,5681.58309,5802.779023,5651.853506,5847.868671,5711.078408,5526.564877,5469.009275,5378.95364,4675.706825
Switzerland,1389.781229,1454.913508,1568.891281,1869.68739,1819.485231,1943.818306,1966.711727,2040.720961,2172.544496,2334.58279,2521.461624,2591.555977,2674.706343,2940.289224,2739.562316,2682.747853,2801.607312,2856.962225,2968.912735,3015.11573,3170.754866,3093.327038,2984.352996,3173.235706,3239.366656,3412.51932,3544.587946,3430.863254,3449.687928,3339.100346,3581.495828,3583.823529,3567.563636,3446.958778,3451.100944,3381.337878,3433.135426,3492.663657,3517.721519,3499.019608,3427.650108,3621.949589,3492.939708,3502.677362,3516.978799,3475.279343,3603.05155,3406.648314,3491.387905,3481.621856
Syrian Arab Republic,,,,,,,,,,,,399.2509869,331.4983476,331.4873204,402.8531059,459.3449836,512.8781932,554.9665415,574.3601142,695.7858658,569.03409,643.0436613,733.1326771,803.0620434,886.3837575,800.3484697,788.5749335,846.9560665,843.8935692,827.4342884,894.9038277,991.6599967,970.3811636,944.0390881,919.4140244,960.4836243,934.9953187,979.5387273,1068.29054,1082.489181,1055.365919,996.4805094,1022.924273,985.9691026,965.3360101,915.2546663,946.9191335,977.9065151,957.2286346,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.914173,935.7787465,750.576384,576.3862419,435.4579018,385.2502317,366.654388,360.3997289,373.8338245,366.9408886,348.1350959,339.9121226,337.3724533,340.1621272,364.1555635,359.5725402,366.9796758,386.7777887,364.6825236,
Tanzania,,,,,,,,,,,,539.6013318,527.2865987,513.5901783,495.5957139,480.282046,470.0671629,455.8222873,446.8827562,437.3509665,429.4954198,422.2162734,415.286991,410.7766924,405.9750063,401.9945679,399.3690494,394.5846046,389.6688171,385.999406,382.3665721,377.4282121,369.5692404,367.0206092,361.7238094,367.7456687,362.0000049,356.0183534,367.7004844,383.1975838,392.3083883,405.6677804,415.1559164,419.5815785,426.6648282,439.916991,444.721488,444.2026156,446.2158544,
Thailand,,,,,,,,,,,,358.3897509,366.4795793,388.023526,386.6333565,410.5732472,435.6736405,453.480119,460.9023713,476.2253241,465.5781694,460.2508218,455.1988331,409.2804774,442.7258021,480.0108647,497.0070814,538.5169489,585.6513833,656.2711429,741.588032,795.0798339,836.1969204,871.3377844,929.2452341,1038.276386,1133.589962,1157.4237,1077.766047,1133.071391,1158.487276,1201.690463,1267.948754,1353.488913,1445.020581,1474.334746,1500.979888,1551.701921,1590.81101,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,,,,,,,,,,,,329.5542631,328.3819267,319.9534738,312.2368379,317.4468287,310.3776234,321.8989074,323.266928,327.2554154,318.8980492,314.4929166,319.2069214,299.8481435,300.1663008,294.7748321,310.5264722,317.6377346,313.927503,313.9914759,321.7064758,321.5382949,318.288183,312.7608321,345.186996,353.3372774,383.831345,365.4824136,376.8868535,416.2061013,402.2878765,389.7197626,392.9286528,404.1691726,398.2344199,395.8558631,385.3602801,390.1280772,396.8349202,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,,,,,,,,,,,,2669.882623,2699.160419,2645.590331,2647.28053,2275.914343,2504.074866,2802.652134,3327.70296,3395.41192,3524.798385,3677.896912,3631.591906,3695.157399,4111.016404,4314.137942,4464.064074,4164.571994,4544.435681,4387.203302,4899.149397,4834.208009,5274.050121,5052.060525,5029.437894,4977.768078,5665.076525,5377.050514,6234.400375,7261.611834,7565.438962,7783.08291,8255.252088,8488.947487,10873.65278,12322.68831,15045.70848,14368.89783,14556.90317,
Tunisia,,,,,,,,,,,,317.9629482,341.6866246,349.9910721,382.4365341,387.2749955,403.6682895,427.3567086,456.7290053,482.8104448,511.9047619,514.5545454,493.2251512,546.4048798,567.6920888,573.5252032,548.1384489,541.9824016,557.2935021,547.5772509,606.5437065,588.829314,641.5858844,612.5395615,650.1123035,647.9486464,667.4881454,679.1101465,730.7168954,745.5662602,763.946254,797.738174,799.4356925,816.3783817,852.3619669,820.6202014,841.3226568,864.1226749,888.6694165,
Turkey,378.6349308,374.4925497,398.9384616,408.6861684,420.3362947,431.6383301,462.6208089,467.8228063,479.9684056,493.5248413,502.9905456,525.9322913,578.5248473,621.7351406,626.9961355,649.2514754,689.843533,739.2700501,720.1413786,669.7278749,681.1980837,672.0369431,698.9081326,724.3618369,738.0717217,766.5608964,810.4451025,881.4832007,873.5565362,890.7544805,940.6238085,912.5734041,924.1310495,962.3376196,934.2160001,1005.537046,1075.019691,1112.884258,1113.149983,1075.400495,1148.788516,1043.856782,1085.526674,1122.654128,1151.000724,1185.613907,1290.576697,1369.8614,1332.652184,1231.760129
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5351.690294,4496.236966,2917.438825,2685.108704,3302.449921,3318.991951,2858.887454,2827.103888,2754.75688,3220.335702,3222.541038,3311.678897,3316.762112,3650.618077,3279.296987,3411.183586,3389.958904,3662.364141,3730.258715,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4851.537809,4852.686933,4210.409993,3727.672403,3192.732578,3180.075524,2941.642558,2837.781199,2706.209411,2719.063643,2720.685182,2754.50606,2813.152845,3024.619899,3031.952558,3033.341365,2935.212743,2952.997623,2943.110627,
