Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Afghanistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,,,,,,,,,,,,1982.965033,1903.204816,2554.201609,2710.410251,2180.644012,2036.016543,2162.935855,2390.974807,2058.777804,2015.901265,2196.189092,2194.411584,2188.49229,1976.96922,1716.23847,1694.53964,1586.932319,1657.712793,1415.499159,1274.827288,1274.979673,1319.25454,1350.175582,1189.243614,1247.640502,1281.975426,1233.138166,1292.098465,1227.617153,1186.142483,1210.480046,1211.042598,1215.811014,1216.205246,1276.630863,1279.724394,1315.861654,1431.472649,
"Gambia, The",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2217.399674,1823.583899,1601.374028,1438.978736,901.8071432,734.6760175,750.2249673,667.3902482,623.9782459,579.1339013,604.4575584,548.4570324,549.5994017,591.4885131,615.2446106,635.8993518,687.1675818,765.5138753,693.7525815,
Germany,1956.325508,1996.439291,2127.32117,2286.501932,2352.536222,2388.556168,2400.060363,2406.649382,2585.278909,2799.554075,3883.233186,3892.768271,4015.981706,4239.019201,4157.662163,3984.697314,4315.678588,4335.747,4484.382004,4686.635768,4561.45997,4398.939019,4257.777494,4268.605514,4447.408987,4597.364154,4588.783965,4616.366906,4629.299754,4514.818671,4423.904423,4306.246407,4194.991566,4127.766277,4090.423966,4128.414297,4252.95439,4208.453656,4184.784331,4088.564572,4102.797713,4219.146636,4111.88006,4144.243467,4163.17998,4106.917232,4142.409583,4046.598773,4083.346778,3893.845792
Ghana,,,,,,,,,,,,333.9110649,343.340016,354.0323921,361.7789407,365.9766873,359.0559739,374.6256273,367.4388884,363.2099284,364.8595703,370.6707414,368.6639713,301.9557059,311.6854646,334.6208136,337.7008615,355.7909603,338.8368676,355.5102823,353.4990358,355.4896794,357.7279036,364.1788487,368.41977,375.2291037,378.1281931,387.2879878,396.235047,398.6027714,396.3274679,408.7664733,410.5998748,397.3360067,394.6302113,388.543679,420.8394479,415.1114562,405.080278,
Gibraltar,,,,,,,,,,,,1288.810779,1124.946662,1156.559621,1110.515432,1215.666907,1053.502897,1004.950311,957.2548875,1313.006054,1376.36278,1009.991704,1224.210564,1295.849681,1223.769931,1366.808143,1652.002155,1791.729377,2072.612922,1959.03829,2058.635621,2721.809827,3271.99803,3291.892838,3732.905387,3688.881155,3721.480245,3898.635478,4110.638891,4277.963272,4428.299602,4419.927362,4429.716295,4498.80032,4604.051565,4655.857264,4821.070342,4967.421457,5123.743233,
Greece,289.1797766,322.457728,350.1420455,367.8066038,433.6075206,478.8304094,547.1325749,605.4382744,652.0993021,725.5214864,872.7396793,984.0335183,1134.773315,1322.768507,1256.304396,1298.109871,1389.331297,1469.438178,1525.450689,1597.926267,1553.665872,1505.293453,1537.180797,1599.065705,1652.789006,1766.76062,1674.327579,1791.720828,1902.85942,2092.96333,2110.126956,2106.920078,2135.87271,2089.623543,2130.105183,2132.593568,2185.451489,2257.585599,2364.559299,2363.410824,2480.970918,2557.4546,2577.553686,2643.522277,2685.560603,2724.063401,2710.957388,2699.690863,2707.016601,2574.248493
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,,,,,,,,,,,,493.0717761,494.1576768,502.5498714,502.629834,538.5046972,561.0526989,580.243365,581.6444272,602.3635319,542.0696198,514.7677295,492.8565636,464.5808064,478.7094334,476.2442322,449.2632194,463.731719,472.2492188,477.4045363,497.7485715,508.06249,518.6508607,503.7647861,518.0735681,535.1439687,541.7019678,557.1025854,583.4246917,628.1209446,631.4831198,631.4017972,622.9789962,599.8699027,604.5043073,624.7178345,625.087404,620.3492063,589.7942793,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,,,,,,,,,,,,313.5018406,317.5791535,320.0669059,327.8118028,333.2110523,346.6498118,350.2577163,357.7447521,364.3335255,365.8240882,297.906511,301.8450826,303.3947246,299.1503457,294.7604374,224.2485605,226.3136533,229.1599425,228.693475,219.4740754,214.7242984,218.5097178,207.0181811,186.328376,215.3745361,242.4898015,250.5263745,245.8746399,244.5960985,232.4270682,233.3565327,257.8670963,243.5893874,247.1617449,274.7080204,276.8586042,285.6970607,280.7702643,
Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.6607006,351.8625106,352.584666,356.9141107,356.3934567,356.7326759,360.8777138,363.8400868,364.9227716,,,,,,,,
High income,2762.812412,2801.003863,2918.233659,3069.409036,3176.563838,3261.620716,3388.343859,3532.612314,3724.638456,3929.397603,4256.030419,4035.056638,4196.163162,4390.279606,4287.265646,4150.906734,4387.087574,4457.387657,4563.641332,4644.536036,4504.658454,4358.981863,4227.386981,4219.969452,4353.492391,4421.204809,4445.853636,4560.19633,4682.602204,4727.69781,4649.455457,4682.700279,4706.058733,4746.15505,4804.635758,4876.080119,4991.193788,5003.902759,4999.125829,5062.90819,5143.018208,5106.931306,5121.794159,5154.713484,5236.202598,5242.666595,5206.300567,5213.123565,5130.827336,4828.058226
High income: nonOECD,,,,,,,,,,,,1332.919045,1432.349974,1575.047457,1522.3303,1443.176065,1636.444395,1781.698264,2069.816066,2312.608288,2638.488209,2787.719694,2920.08719,3066.374397,2969.073793,2992.393336,3141.471337,3244.900357,3494.25914,3544.546549,3189.08611,3460.389807,3616.042133,3736.235204,3904.284738,3999.252659,4145.060751,4217.028969,4371.204959,4428.152763,4543.11465,4596.029077,4800.087747,4889.622417,5218.419844,5403.524137,5557.733962,5707.571048,5840.434012,
High income: OECD,2762.812412,2801.003863,2918.233659,3069.409036,3176.563838,3261.620716,3388.343859,3532.612314,3724.638456,3929.397603,4256.030419,4141.553213,4307.031095,4505.474247,4402.519741,4266.212112,4506.930717,4576.735209,4677.571485,4754.233633,4594.778344,4436.982054,4294.053181,4280.260383,4427.58815,4499.368455,4518.734608,4635.271649,4751.829555,4797.905611,4749.093801,4765.304791,4778.645091,4814.20567,4865.895168,4938.108792,5051.76823,5060.910465,5045.069669,5109.850173,5187.725082,5145.386946,5146.184764,5174.91542,5237.568223,5230.192446,5178.782508,5174.016793,5074.088464,4828.058226
Honduras,,,,,,,,,,,,502.1817247,499.5326329,503.8408041,496.8739728,495.6726809,500.0104559,512.7156506,509.6347042,510.5059745,514.7915204,496.0814897,520.5894013,495.1355565,491.2732689,472.4093799,470.37443,481.5437514,489.9075375,495.7323364,485.5950672,476.2796841,483.4013533,481.3267238,487.0191786,505.3689184,495.6855252,529.5760621,555.2990305,477.870311,480.7398289,505.0983959,519.2956071,550.6174663,570.0186755,583.0814119,575.2195967,661.4043321,631.798512,
"Hong Kong SAR, China",,,,,,,,,,,,741.848565,760.5005335,747.5952471,805.4542938,813.3853326,894.2009739,997.8838057,1078.73594,918.3114591,914.0645059,1024.617047,1108.937221,1179.397953,1180.27381,1226.677908,1392.317996,1490.027726,1660.210392,1673.173648,1533.526164,1559.45758,1854.8401,1775.970175,1777.678364,1729.991391,1627.37938,1595.857797,2053.119795,2401.120109,2009.302326,2106.697645,1956.524963,2021.750758,1888.110857,1858.74479,1943.970483,2070.200263,2026.169082,
Hungary,,,,,,1426.080961,1447.42268,1475.449922,1505.943102,1607.104727,1730.482732,1836.372407,1880.989032,2038.616328,2102.760004,2175.3703,2314.477288,2431.042587,2676.567038,2639.184894,2647.963222,2632.869637,2636.312196,2602.987491,2709.387578,2814.137252,2812.432838,2929.023789,2906.668023,2898.465426,2762.389931,2634.815972,2419.633032,2483.31599,2410.823181,2505.091265,2569.720532,2526.119758,2501.80927,2490.737512,2448.249045,2512.079419,2520.128742,2580.173338,2587.970927,2734.49621,2713.632803,2657.973822,2635.734656,2480.06895
Iceland,3073.898567,2916.201117,3032.967033,3291.891892,3289.473684,3412.371134,3614.213198,3587.939698,3935.323383,3561.576355,4240.196078,4378.640777,4406.698565,5278.301887,5134.883721,5073.394495,5090.909091,5599.099099,5700.892857,6508.849558,6565.789474,7173.160173,7072.649573,7253.164557,7548.117155,7348.547718,7613.168724,7853.658537,7879.151661,7989.71112,8194.66248,7949.612403,7790.118728,8263.83624,8210.526316,8406.716418,8837.037037,8922.794118,9408.759124,10666.66667,11032.02847,11361.40351,11406.25,11303.82152,11530.44988,11727.04297,13690.73875,15707.74732,16555.66547,17306.98109
India,,,,,,,,,,,,278.8364467,278.9385059,280.1423561,285.3516099,289.2499743,294.3665683,295.7079123,294.1666378,300.7287555,301.9210513,310.9211746,316.0424726,319.5054652,326.2218513,336.034775,340.3176649,346.4566535,357.4847656,367.0560397,375.3883098,382.9076893,390.8549978,392.2001848,399.7359389,414.4843271,420.7539132,429.8983676,432.4848146,450.8466283,452.2517947,451.4305049,456.7570099,461.1918831,480.3221451,490.4662323,507.9485832,529.0823965,544.7299147,
Indonesia,,,,,,,,,,,,301.5575055,305.5948136,311.1464823,313.4627633,319.1760502,326.0937086,356.3624665,374.2271904,383.1396367,390.6277049,402.6954265,403.7008253,402.8815037,412.9495077,417.9796389,445.7490111,452.4224025,470.6815189,494.4138583,585.8607833,607.2926249,624.8003556,643.1493084,663.7020106,697.9063254,715.0786156,739.1311895,717.6119165,747.2952723,757.2281545,786.4471534,793.0448384,795.9587662,812.1713573,818.5929518,817.039851,848.4548165,873.9093815,
"Iran, Islamic Rep.",,,,,,,,,,,,569.1983267,541.5458716,665.3356535,772.9845895,811.9616937,893.8372019,963.4308786,903.0237467,989.5097256,981.4436152,1066.554501,1201.996296,991.0172845,1108.444531,1150.042463,1116.972491,1103.067061,1077.532109,1181.559482,1256.066176,1355.094607,1360.804687,1446.266941,1568.457695,1593.666248,1589.646673,1555.618158,1714.590063,1752.689581,1861.159207,1931.842136,2013.153076,2156.291046,2353.334592,2381.415204,2558.877902,2734.063076,2807.995118,
Iraq,,,,,,,,,,,,419.6079806,459.5917289,458.8332908,446.5046446,471.6100644,561.6334464,571.1081607,664.2273043,752.0496821,749.2291052,754.5322289,875.2851218,886.9194053,912.7949268,968.6627005,906.7393507,945.3129159,1036.609967,1074.209245,956.8854202,803.8975804,957.2429403,1055.331623,1185.717818,1202.546991,1175.515555,1083.007826,1073.913203,1012.637637,1010.772258,1086.153248,1097.778974,1172.856481,1206.322271,1162.355236,1173.619559,1086.635261,1106.829196,
Ireland,1316.162297,1399.574166,1415.90106,1455.438596,1523.393855,1512.517385,1632.454924,1768.965517,1882.938551,1979.152427,2028.474576,2255.876427,2203.703704,2247.966157,2277.848912,2092.22537,2116.790582,2210.574572,2188.593844,2538.598575,2421.640694,2399.941911,2360.91954,2340.468037,2348.540663,2437.288136,2503.530076,2602.762898,2589.288243,2656.218835,2848.993097,2840.570667,2785.213153,2828.557798,2961.884224,2946.92215,3131.228437,3247.965599,3425.085513,3539.54727,3599.884375,3739.606099,3695.508419,3576.845108,3569.664123,3459.642711,3444.21071,3441.872272,3385.020364,3148.448493
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,,,,,,,,,,,,1869.990225,1756.35324,2368.517389,1732.899023,2032.706223,1832.153977,1786.60393,1849.322493,2005.810882,2017.276947,1840.748231,1958.322997,1793.909866,1828.564559,1789.038507,2102.349384,2278.553445,2451.823503,2488.933156,2462.446352,2326.328551,2582.861605,2636.95115,2740.507501,2798.557259,2803.583978,2883.310487,2887.958466,2739.591837,2901.733185,2974.996117,2922.83105,2968.294542,2891.61404,2919.871286,2960.006805,3021.127839,3011.301445,
Italy,794.8254671,890.6917841,1007.036164,1119.722157,1221.731979,1316.472214,1431.082085,1551.501862,1698.418364,1832.492809,2026.216045,1949.125273,2050.75302,2175.594966,2212.208089,2106.07673,2264.061883,2204.199803,2247.564776,2340.033382,2318.425063,2265.91979,2206.529428,2203.875256,2253.707337,2284.805541,2311.559121,2407.247094,2462.801745,2566.099661,2583.896049,2645.71127,2627.555894,2611.944697,2578.413272,2799.330121,2796.028335,2834.210406,2912.708363,2957.052294,3011.873865,3021.075557,3016.162387,3114.731189,3121.582527,3137.352929,3089.504052,3016.322161,2942.095758,2701.921753
Jamaica,,,,,,,,,,,,1060.334086,1331.835693,1491.247924,1375.228033,1332.339791,1193.493201,1153.249057,1186.844034,1214.272445,1067.979372,1073.856542,1040.407254,893.4309175,879.8631519,745.9651248,750.0642178,765.3365098,778.7302665,970.1461114,1167.364017,1163.321344,1217.477056,1213.015697,1227.641251,1295.564516,1349.045141,1336.191096,1376.340526,1406.213323,1447.059769,1470.368832,1415.093317,1465.133107,1476.062318,1392.619982,1625.549172,1843.187084,1632.554332,
Japan,859.090725,962.9040582,1003.756574,1136.481015,1260.472676,1361.588949,1477.001704,1720.546041,1938.453014,2193.608731,2458.354497,2531.084137,2667.042953,2964.211364,2924.247926,2725.156334,2876.803434,2899.906027,2898.335915,3044.049366,2950.137864,2864.281586,2840.614948,2823.853965,3017.805662,3005.308313,3020.725644,3044.229304,3242.641482,3350.67741,3556.141075,3583.484639,3658.606284,3674.094238,3867.590688,3956.169931,4032.044911,4064.278973,3981.140733,4044.926964,4090.375975,4017.153104,4004.700067,3963.474217,4089.463921,4074.303648,4069.022199,4033.21574,3882.713149,3713.428975
Jordan,,,,,,,,,,,,307.5268336,325.0572493,358.0020621,366.7655694,407.7348066,506.8557166,498.8106628,592.7444126,585.4298932,689.5919303,829.1996847,906.4499572,945.479776,1001.449927,981.4674735,1013.848397,1040.75896,995.9294437,967.604712,1028.07571,950.0705219,1013.661934,961.1025745,991.4205526,1023.361144,1018.717724,1009.391672,1012.528821,991.5607307,1027.410109,992.7808846,1017.467249,1000.193648,1173.724008,1231.821122,1234.933237,1268.898678,1214.900206,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4449.840959,4529.102459,4771.308833,3997.080539,3597.2839,3286.496453,2900.135234,2562.590387,2601.30179,2401.458824,2708.618883,2742.036438,2969.196912,3230.397746,3399.320589,3708.45712,4145.975007,4293.537929,4524.75437,
Kenya,,,,,,,,,,,,464.761334,468.8395555,464.344031,464.6473556,458.9326149,463.729565,468.8039804,465.2991008,464.3663647,463.7952236,459.2767873,450.5512844,441.6857202,449.9787291,452.4220383,474.7986216,477.085773,472.3358087,472.94324,466.8555995,459.6653174,455.6876041,447.2232327,443.5496759,453.8397472,452.9516014,444.7670203,446.957767,443.4439679,444.5202557,437.4733126,437.3651181,441.0500769,451.4713317,456.5178158,464.2711757,463.2535694,464.8743702,
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. Rep.",,,,,,,,,,,,1325.845568,1340.448425,1336.032478,1365.172857,1384.947532,1446.329783,1502.945672,1593.832913,1683.563279,1761.262322,1780.75643,1829.81414,1865.189637,1878.714937,1922.932288,1862.949893,1768.519615,1775.579782,1743.558704,1649.290093,1549.80395,1333.556611,1207.580015,1088.049174,1012.321078,879.1320137,828.0827759,764.9970877,815.4588917,865.5344068,889.5869425,848.9172066,863.9670343,879.6029011,911.25531,916.4003847,774.4121253,850.5902891,
"Korea, Rep.",,,,,,,,,,,,520.6496441,555.2274226,634.8926261,676.6772244,693.2626626,758.5985662,866.2803471,935.1889421,1063.196036,1080.972616,1045.089482,1094.237909,1169.807066,1266.420829,1311.767877,1485.552642,1587.203848,1766.670637,1861.915998,2171.429238,2309.836369,2540.159861,2823.769748,2971.520482,3210.165658,3454.739154,3726.0739,3377.514205,3708.668511,3949.476685,3978.672636,4169.858469,4231.659667,4334.041092,4364.576842,4421.06135,4584.489021,4668.998292,4692.534925
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,,,,,,,,,,,,7325.907,10587.0016,10904.52626,8889.990148,5728.897716,6207.257533,6763.766429,8245.220153,9827.044025,10790.54545,9038.579787,8838.82934,9589.911033,8166.263605,8338.200935,9083.752094,8570.742125,9458.631256,9937.5,3681.411765,3594.277329,,,,8903.99556,8386.483633,8169.69697,9140.108535,9100.616991,9144.748858,8338.901099,7918.475085,9246.305176,10091.74976,10858.8388,9500.494906,9466.512027,9637.319068,
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1692.516392,1509.899889,1095.24857,851.8600044,615.4185022,519.4012941,592.0120249,548.7830688,575.5680634,495.826995,488.6782089,445.2248325,499.8798366,533.4815226,537.6215294,516.7687372,516.3613952,586.4598456,541.882188,
Lao PDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (all income levels),,,,,,,,,,,,835.6406844,853.2038487,895.7773942,924.3915143,922.7096792,945.8914649,967.2386136,1003.694551,1037.492552,1072.394915,1060.584179,1060.391771,1037.885971,1050.126494,1048.77875,1049.265048,1068.525063,1064.670488,1068.010478,1057.821753,1062.353294,1074.490026,1061.291064,1103.642804,1094.678112,1126.36575,1148.616128,1170.089173,1168.308762,1163.009948,1147.886091,1149.714885,1148.642699,1203.148504,1233.460523,1264.478369,1293.895501,1324.354711,
Latin America & Caribbean (developing only),,,,,,,,,,,,810.6441573,829.1932747,870.5140399,901.1326434,906.6428074,928.3023842,949.2631968,985.9992141,1019.930796,1054.321944,1042.859655,1041.997236,1018.781714,1033.58984,1034.983442,1035.430602,1056.437234,1051.98334,1055.77764,1044.13153,1049.039682,1060.029313,1048.063036,1090.696555,1081.956301,1111.986436,1133.167026,1152.008742,1149.202189,1143.302799,1127.637991,1128.583258,1127.321969,1176.163314,1203.466459,1228.379594,1259.325131,1289.693279,
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2940.802037,2779.864763,2319.908815,2040.603248,1873.626374,1827.435388,1810.91931,1795.510204,1783.817427,1642.677824,1565.767285,1725.307334,1706.15911,1819.517405,1879.979526,1920.452076,1987.370342,2051.755195,1978.735216,
Least developed countries: UN classification,,,,,,,,,,,,288.3884328,286.4004383,286.9430507,284.382398,278.7158376,278.4623167,276.6112716,275.6004837,274.6714955,276.7303925,272.2434256,271.2506039,270.6169347,268.7221969,269.830247,268.9467064,265.74204,268.1033015,267.055132,267.8008253,264.7624219,263.7738034,258.2784324,261.6043189,266.5634478,266.4360792,267.5040237,268.377129,272.8006546,277.5220122,283.3535004,287.2077822,292.2755651,297.1110071,302.1464802,304.7625276,320.321866,323.2927215,
Lebanon,,,,,,,,,,,,676.972941,691.1844055,833.0964429,831.4871301,725.4911129,780.0204724,631.3133589,728.8298876,796.7946747,836.3518969,799.7677817,682.6770003,816.6206148,812.6992609,923.8432849,954.6850643,967.4849186,755.873516,770.0089544,755.1298228,917.9091843,880.6575999,1074.465132,1122.69735,1238.131825,1321.493899,1471.093184,1438.218667,1434.801615,1306.635796,1384.037727,1345.092375,1471.219057,1308.429314,1331.097605,1131.14824,959.2908023,1249.952906,
Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,,,,,,,,,,,,754.8450717,1012.919563,1147.385613,1226.459012,1486.21249,1292.187552,1540.928561,1674.294804,1795.558054,2249.428665,2304.354546,2379.584221,2381.92377,2477.295282,2591.562525,2537.142023,2695.718096,2493.726816,2787.201854,2595.888644,3044.300518,2779.726304,2901.149047,3161.760718,3267.163312,3080.934865,3125.329178,3135.839772,2982.91054,3100.231465,3113.332791,3033.735222,3046.012092,3144.05363,2964.291407,2916.774813,2889.12444,2894.896095,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4357.220119,4560.475162,2965.405405,2453.977736,2209.404046,2408.590308,2630.235784,2508.379888,2649.507736,2262.815067,2037.989416,2336.19938,2512.183361,2627.785053,2670.579006,2521.160999,2497.582557,2740.831457,2732.783124,
Low & middle income,,,,,,,,,,,,467.4777942,475.2965185,488.2410222,495.7411588,515.0325503,526.934642,548.1055856,569.1299581,578.7742837,582.372649,582.7419782,592.9867108,594.4662159,609.4872404,616.5631367,624.0626937,637.8251578,649.5881587,655.2104603,966.2940162,953.5754159,919.3099439,904.219588,883.0072634,893.5059584,898.2448085,890.3437293,882.5121571,886.31251,891.754453,888.9993365,909.0150053,955.083352,1013.10679,1043.464072,1085.235406,1119.092977,1156.637174,
Low income,,,,,,,,,,,,363.84313,363.4199897,363.2533194,363.6610251,360.2209342,364.6794073,365.6620478,367.5552384,371.4029619,376.2284454,373.1732325,373.125473,370.7011593,370.4186923,374.3340412,371.6887409,365.1582568,364.854101,362.972605,380.0766857,368.9393487,349.6595564,333.8471429,323.2732226,321.9787192,315.5219727,312.4939947,311.4811236,314.3258131,319.8853939,323.5375317,324.2381129,328.1633876,332.1231926,339.4225963,343.0325101,352.7161913,356.9718624,
Lower middle income,,,,,,,,,,,,383.0146541,389.3142982,394.5144773,397.4013122,418.8813121,426.6972211,447.9701336,466.8057889,472.0381847,468.908584,468.0665035,475.9864493,483.5283684,498.075465,506.2850382,513.7616502,528.6928776,545.6469118,553.7113137,678.923675,673.6579353,668.4987047,673.9040712,677.4274863,702.6926777,711.9041638,711.3006179,703.6761561,711.0761631,711.1914905,709.6832682,738.5825881,789.4962642,858.5811106,894.8865016,938.0931258,975.0790354,1018.882865,
Luxembourg,10492.21975,10470.51443,10350.17044,10420.89094,11072.72727,10876.87688,10451.01553,10355.01193,11093.6107,11937.9616,12083.57858,11773.91304,11955.77254,12568.75532,12937.88472,10460.47157,10662.23331,10268.17805,11087.49655,10440.16506,9753.357084,8517.50547,8057.45554,7576.586433,8107.59148,8336.056645,8138.024357,7923.056228,8162.335923,8689.088983,8938.064685,9418.604651,9347.867661,9351.531543,8917.2923,7716.121138,7737.340817,7426.391703,7061.455145,7238.515593,7602.567041,7788.913425,8102.202051,8453.82282,9157.489167,9207.624076,9114.817503,8791.79488,8429.346158,7829.604663
"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macedonia, FYR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297.824546,1262.297256,1396.03856,1426.421252,1266.884759,1273.244997,1444.425586,1303.305234,1447.129384,1352.588335,1329.280866,1278.769211,1250.547825,1367.052988,1358.634142,1425.334298,1429.929294,1492.275367,1520.078458,
Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,,,,,,,,,,,,529.1074708,523.8669799,508.5721569,564.4283522,584.0363824,619.9988823,612.8140477,771.6539535,882.0614027,863.4468662,903.7076399,890.0541837,1008.843444,1011.687257,989.9735201,1069.441872,1055.292841,1078.927338,1134.071586,1214.582435,1384.716541,1521.018923,1632.368406,1579.12619,1802.082475,1796.583093,2034.151727,1880.818198,1793.922479,2031.098306,2100.467386,2096.29255,2233.735319,2167.094532,2421.452029,2424.70303,2604.115869,2692.940419,
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,,,,,,,,,,,,651.9170687,819.15126,790.9900341,721.6591499,637.195122,712.5475431,737.6678267,835.9858171,787.7405382,873.6263736,988.585137,1130.943954,874.172898,1174.844191,1000,1651.798561,1717.948718,1836.158192,1949.579832,1930.555556,1850.253762,1811.312708,2296.182595,2061.59248,1875.661376,1836.842105,2046.997389,1794.805195,1940.721649,1733.333333,2002.544529,1851.243844,2072.252885,2045.850984,2133.828996,2020.137399,2121.989977,1988.105353,
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,,,,,,,,,,,,822.8557806,881.8146039,944.7819325,975.2022091,1000.964483,1040.812805,1094.60879,1191.52291,1273.795457,1407.651325,1467.685099,1501.525038,1383.110935,1414.534734,1439.117472,1372.058134,1414.330984,1404.070556,1438.966364,1457.08072,1496.417968,1481.881873,1474.811021,1499.813959,1424.466509,1432.903991,1447.081444,1476.329965,1513.379664,1477.971949,1472.865742,1508.78469,1520.309733,1559.905712,1650.416448,1647.311056,1674.450389,1698.206521,1645.592331
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (all income levels),,,,,,,,,,,,467.6405097,482.1402576,548.3103383,562.5537694,581.775853,635.0776147,685.8786884,736.8599932,845.4944638,913.5182254,995.249304,1091.381964,1077.693463,1087.746265,1111.889671,1131.805825,1154.029004,1190.988141,1230.291401,1174.470851,1244.033817,1268.909427,1308.91292,1354.394408,1419.096935,1437.921913,1429.179339,1499.214031,1516.039011,1550.315547,1572.923218,1641.574611,1702.882147,1788.434088,1826.645596,1892.312151,1966.962553,2040.729602,
Middle East & North Africa (developing only),,,,,,,,,,,,333.6407546,341.4938055,379.9130002,417.9538499,440.8540569,486.2119521,519.8377374,532.748955,591.633736,599.3025257,641.88273,716.4710424,691.0625953,736.1374561,759.0149805,754.4096107,763.5667839,761.4923172,797.8731208,814.0202706,843.933594,856.0795863,887.4305353,917.3929817,937.7021799,932.9568469,927.0020818,980.3185235,1002.180719,1021.640926,1046.393057,1083.75335,1136.30205,1190.832482,1204.527168,1256.621746,1302.298125,1329.009465,
Middle income,,,,,,,,,,,,478.1361636,486.8380679,501.1827213,509.4711504,531.1939207,543.9436893,567.3108628,590.4370016,600.7960732,604.3920586,605.2723268,616.7900059,618.8759497,635.7741028,643.3768558,652.1662212,668.3482245,681.6304061,688.2992645,1029.497059,1017.168337,982.3954425,968.0422287,946.270794,960.3282423,966.9761211,959.0523998,950.9310977,955.3699781,961.336807,958.3574974,981.3405925,1033.270881,1098.754493,1132.759648,1180.163295,1217.942558,1260.641432,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2260.795839,1879.58927,1557.081455,1327.093298,1091.808684,1011.120714,1069.954796,1061.628109,956.254385,774.1760623,694.3467202,774.4066416,752.9038684,851.096008,879.1501095,940.5933878,910.2556913,909.8918082,866.9639665,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
